Date,target_tb,proba_ebm,signal_ebm,proba_lgbm,signal_lgbm,proba_student,signal_student,regime,gamma_bull,signal_ebm_iter2,signal_ebm_breakout,signal_lgbm_iter2,signal_lgbm_breakout,signal_student_iter2,signal_student_breakout
2020-04-20,0,0.1333333333333333,0,0.3445335286222475,1,0.2208167661743263,0,0,1.3220867457988917e-65,0,0,0,0,0,0
2020-04-21,1,0.2307692307692307,0,0.3269452874498497,1,0.2208167661743263,0,0,7.88117891820646e-70,0,0,0,0,0,0
2020-04-22,0,0.7433628318584071,1,0.494207682915269,1,0.958225791033362,1,0,6.650893118323767e-61,0,0,0,0,0,0
2020-04-23,0,0.3684210526315789,1,0.2275650093618494,0,0.2208167661743263,0,0,1.280435685809271e-52,0,0,0,0,0,0
2020-04-24,0,0.6395348837209304,1,0.3609118840306822,1,0.958225791033362,1,0,6.349675674116404e-48,0,0,0,0,0,0
2020-04-27,0,0.5690140845070423,1,0.3643673555536405,1,0.3940040941207535,1,0,3.386962703210464e-42,0,0,0,0,0,0
2020-04-28,0,0.3684210526315789,1,0.3136636283280477,1,0.2208167661743263,0,0,4.849401362510947e-38,0,0,0,0,0,0
2020-04-29,0,0.3684210526315789,1,0.2995861574546279,0,0.2208167661743263,0,0,4.926367215314928e-38,0,0,0,0,0,0
2020-04-30,0,0.2024539877300613,0,0.224107385183345,0,0.2208167661743263,0,0,8.596719619699022e-34,0,0,0,0,0,0
2020-05-01,0,0.2024539877300613,0,0.3108976220564787,1,0.2208167661743263,0,0,9.945477276557568e-40,0,0,0,0,0,0
2020-05-04,0,0.2307692307692307,0,0.5058067302712547,1,0.3940040941207535,1,0,4.0106477364403397e-32,0,0,0,0,0,0
2020-05-05,0,0.2487046632124352,0,0.6133469744661006,1,0.3940040941207535,1,0,6.765993041562838e-29,0,0,0,0,0,0
2020-05-06,0,0.0643564356435643,0,0.3713397877777557,1,0.2208167661743263,0,0,4.041244917212453e-26,0,0,0,0,0,0
2020-05-07,0,0.1333333333333333,0,0.6133086191321542,1,0.3940040941207535,1,0,5.259163200532406e-24,0,0,0,0,0,0
2020-05-08,0,0.0,0,0.487922147272976,1,0.3940040941207535,1,0,6.511459548021319e-22,0,0,0,0,0,0
2020-05-11,0,0.0,0,0.2181054367414397,0,0.14114611023829,0,0,2.2551708952706803e-18,0,0,0,0,0,0
2020-05-12,0,0.0,0,0.3088399260741643,1,0.2208167661743263,0,0,1.4184015824807557e-21,0,0,0,0,0,0
2020-05-13,1,0.2024539877300613,0,0.5100906701577126,1,0.3940040941207535,1,0,1.0839922948680453e-22,0,0,0,0,0,0
2020-05-14,1,0.3461538461538461,1,0.6807124313930254,1,0.3940040941207535,1,0,2.280867990722584e-21,0,0,0,0,0,0
2020-05-15,1,0.2487046632124352,0,0.6723236121148252,1,0.3940040941207535,1,0,1.0047930027322952e-17,0,0,0,0,0,0
2020-05-18,0,0.2307692307692307,0,0.6087101510564191,1,0.3940040941207535,1,0,6.302784111314214e-22,0,0,0,0,0,0
2020-05-19,1,0.0,0,0.2224587189741602,0,0.14114611023829,0,0,1.5009110069679088e-17,0,0,0,0,0,0
2020-05-20,0,0.0,0,0.3652620223139828,1,0.2208167661743263,0,0,5.066050138892854e-17,0,0,0,0,0,0
2020-05-21,1,0.0,0,0.1562465209641204,0,0.14114611023829,0,0,6.066242450283297e-15,0,0,0,0,0,0
2020-05-22,1,0.0375,0,0.3608365865782229,1,0.2208167661743263,0,0,6.759836415133716e-14,0,0,0,0,0,0
2020-05-26,1,0.0375,0,0.3366545434542481,1,0.2208167661743263,0,0,1.0128905482105848e-12,0,0,0,0,0,0
2020-05-27,1,0.0,0,0.1968771793148361,0,0.14114611023829,0,0,2.3458244061928822e-12,0,0,0,0,0,0
2020-05-28,1,0.0643564356435643,0,0.1746164318545824,0,0.0311802245482905,0,0,3.7424313587514776e-11,0,0,0,0,0,0
2020-05-29,1,0.0643564356435643,0,0.1861964147339017,0,0.0311802245482905,0,0,4.025157824142845e-11,0,0,0,0,0,0
2020-06-01,1,0.0643564356435643,0,0.1822679119286943,0,0.0311802245482905,0,0,6.643551209532611e-10,0,0,0,0,0,0
2020-06-02,1,0.0643564356435643,0,0.2662192594390238,0,0.0311802245482905,0,0,2.408490305053306e-10,0,0,0,0,0,0
2020-06-03,1,0.0643564356435643,0,0.179629291672351,0,0.0311802245482905,0,0,2.0500742951748026e-09,0,0,0,0,0,0
2020-06-04,1,0.0666666666666666,0,0.1702257681870039,0,0.0311802245482905,0,0,3.137972828577121e-08,0,0,0,0,0,0
2020-06-05,0,0.1333333333333333,0,0.241620267607776,0,0.0311802245482905,0,0,7.905679236438947e-11,0,0,0,0,0,0
2020-06-08,0,0.0,0,0.1527136103375912,0,0.0311802245482905,0,0,9.354178885381964e-08,0,0,0,0,0,0
2020-06-09,0,0.0643564356435643,0,0.1908306113454326,0,0.0311802245482905,0,0,6.8827225075299355e-09,0,0,0,0,0,0
2020-06-10,0,0.0,0,0.2581729919371935,0,0.0311802245482905,0,0,5.125770553062368e-10,0,0,0,0,0,0
2020-06-11,0,0.0,0,0.2101986536229441,0,0.2208167661743263,0,0,7.152839397796854e-43,0,0,0,0,0,0
2020-06-12,0,0.4615384615384615,1,0.5629454993082474,1,0.3940040941207535,1,0,2.9204482774283282e-30,0,0,0,0,0,0
2020-06-15,0,0.3684210526315789,1,0.5591909166012452,1,0.3940040941207535,1,0,2.429475990027289e-23,0,0,0,0,0,0
2020-06-16,0,0.2487046632124352,0,0.5581582778444018,1,0.3940040941207535,1,0,3.633691463443528e-22,0,0,0,0,0,0
2020-06-17,0,0.1576923076923077,0,0.394134800614187,1,0.3940040941207535,1,0,6.388600817648951e-20,0,0,0,0,0,0
2020-06-18,0,0.1576923076923077,0,0.4902737952162045,1,0.3940040941207535,1,0,2.0233901093360504e-18,0,0,0,0,0,0
2020-06-19,0,0.0,0,0.2843854872397294,0,0.2208167661743263,0,0,1.0953027606308587e-17,0,0,0,0,0,0
2020-06-22,0,0.0375,0,0.4154206818926584,1,0.2208167661743263,0,0,4.1831015955760987e-19,0,0,0,0,0,0
2020-06-23,0,0.0,0,0.2525352520216203,0,0.2208167661743263,0,0,8.286371116274744e-15,0,0,0,0,0,0
2020-06-24,1,0.1576923076923077,0,0.3524269438143501,1,0.2208167661743263,0,0,4.8115878893729796e-20,0,0,0,0,0,0
2020-06-25,0,0.2857142857142857,0,0.593563005958726,1,0.3940040941207535,1,0,1.455593759302134e-17,0,0,0,0,0,0
2020-06-26,1,0.1576923076923077,0,0.5900641575474523,1,0.3940040941207535,1,0,1.5962517438358907e-20,0,0,0,0,0,0
2020-06-29,1,0.2024539877300613,0,0.5582212282929919,1,0.3940040941207535,1,0,3.997393520335785e-19,0,0,0,0,0,0
2020-06-30,0,0.2024539877300613,0,0.5559636219551242,1,0.3940040941207535,1,0,5.99791564401848e-16,0,0,0,0,0,0
2020-07-01,0,0.1576923076923077,0,0.5657864334420732,1,0.3940040941207535,1,0,1.1837530977531575e-13,0,0,0,0,0,0
2020-07-02,0,0.0,0,0.3722596443747832,1,0.2208167661743263,0,0,1.1625560251136056e-11,0,0,0,0,0,0
2020-07-06,0,0.0,0,0.310490994999057,1,0.2208167661743263,0,0,1.62598600168354e-11,0,0,0,0,0,0
2020-07-07,0,0.0,0,0.2015360938858519,0,0.2208167661743263,0,0,5.5365333906731226e-12,0,0,0,0,0,0
2020-07-08,0,0.0,0,0.248534398601026,0,0.2208167661743263,0,0,8.952411723112964e-12,0,0,0,0,0,0
2020-07-09,1,0.0,0,0.1769057345522967,0,0.2208167661743263,0,0,7.960003987873647e-11,0,0,0,0,0,0
2020-07-10,0,0.0,0,0.2534745940649152,0,0.2208167661743263,0,0,1.8590117475305645e-11,0,0,0,0,0,0
2020-07-13,1,0.0,0,0.2080325465882069,0,0.2208167661743263,0,0,2.39329066032488e-10,0,0,0,0,0,0
2020-07-14,0,0.0375,0,0.4872530757063193,1,0.3940040941207535,1,0,3.47894606431421e-15,0,0,0,0,0,0
2020-07-15,0,0.0,0,0.2297980990452302,0,0.2208167661743263,0,0,1.195689342557171e-11,0,0,0,0,0,0
2020-07-16,0,0.0,0,0.1705174151344586,0,0.0311802245482905,0,0,5.217110822423008e-10,0,0,0,0,0,0
2020-07-17,0,0.0,0,0.2432628744649537,0,0.2208167661743263,0,0,4.818806995821772e-10,0,0,0,0,0,0
2020-07-20,0,0.0,0,0.2632468196689169,0,0.2208167661743263,0,0,6.96636332179027e-08,0,0,0,0,0,0
2020-07-21,0,0.0,0,0.139134697286154,0,0.0311802245482905,0,0,7.945925721546212e-07,0,0,0,0,0,0
2020-07-22,0,0.0,0,0.2285611042965379,0,0.2208167661743263,0,0,3.2473022091843547e-07,0,0,0,0,0,0
2020-07-23,0,0.0,0,0.2511408672618218,0,0.2208167661743263,0,0,5.9319104891777764e-08,0,0,0,0,0,0
2020-07-24,1,0.0,0,0.3107691617642715,1,0.2208167661743263,0,0,7.463731476965694e-09,0,0,0,0,0,0
2020-07-27,1,0.0,0,0.3740906942082093,1,0.3940040941207535,1,0,3.062552737305154e-08,0,0,0,0,0,0
2020-07-28,1,0.0,0,0.2864276999847185,0,0.3940040941207535,1,0,1.014353655242183e-07,0,0,0,0,0,0
2020-07-29,1,0.0,0,0.5084991085692061,1,0.3940040941207535,1,0,3.666551726498112e-08,0,0,0,0,0,0
2020-07-30,1,0.0,0,0.4101633707630286,1,0.3940040941207535,1,0,5.733786814785811e-07,0,0,0,0,0,0
2020-07-31,1,0.0,0,0.2800390687702931,0,0.2208167661743263,0,0,1.7681331074979518e-07,0,0,0,0,0,0
2020-08-03,1,0.0,0,0.176629239322557,0,0.2208167661743263,0,0,2.530595422820018e-07,0,0,0,0,0,0
2020-08-04,1,0.0,0,0.1320902444128498,0,0.0311802245482905,0,0,2.524937924754196e-07,0,0,0,0,0,0
2020-08-05,0,0.0,0,0.1048907231960263,0,0.0311802245482905,0,0,4.865418784943856e-07,0,0,0,0,0,0
2020-08-06,0,0.0,0,0.0913999851354686,0,0.0311802245482905,0,0,1.6555782556019705e-06,0,0,0,0,0,0
2020-08-07,0,0.0,0,0.0918021194715841,0,0.0311802245482905,0,0,2.0874886163618323e-06,0,0,0,0,0,0
2020-08-10,0,0.0,0,0.1120223201138315,0,0.0311802245482905,0,0,3.263227729001457e-06,0,0,0,0,0,0
2020-08-11,1,0.0,0,0.1027468425500597,0,0.0311802245482905,0,0,1.5485848098971078e-06,0,0,0,0,0,0
2020-08-12,0,0.0,0,0.1883172150149558,0,0.2208167661743263,0,0,6.087823042557294e-08,0,0,0,0,0,0
2020-08-13,1,0.0,0,0.1098739696485693,0,0.0311802245482905,0,0,4.503689766688483e-06,0,0,0,0,0,0
2020-08-14,1,0.0,0,0.1580495406335891,0,0.2208167661743263,0,0,4.691965178692435e-06,0,0,0,0,0,0
2020-08-17,1,0.0,0,0.187407896552464,0,0.2208167661743263,0,0,3.6797227850965788e-06,0,0,0,0,0,0
2020-08-18,1,0.0,0,0.2271718242131833,0,0.4201877934272277,1,0,8.575502945881894e-06,0,0,0,0,0,0
2020-08-19,1,0.0,0,0.2280396544927828,0,0.4201877934272277,1,0,3.076858867945987e-06,0,0,0,0,0,0
2020-08-20,1,0.0,0,0.3631293488886501,1,0.3940040941207535,1,0,3.067229872201118e-07,0,0,0,0,0,0
2020-08-21,1,0.0,0,0.3109473575795903,1,0.4201877934272277,1,0,9.859483539049325e-08,0,0,0,0,0,0
2020-08-24,1,0.0,0,0.2590831364781809,0,0.2208167661743263,0,0,1.4144197358293608e-07,0,0,0,0,0,0
2020-08-25,1,0.0,0,0.1723704084145759,0,0.4201877934272277,1,0,1.6917617182929133e-07,0,0,0,0,0,0
2020-08-26,1,0.0,0,0.1512459465975258,0,0.0311802245482905,0,0,2.9720422023472447e-07,0,0,0,0,0,0
2020-08-27,1,0.0,0,0.1149224498357436,0,0.0311802245482905,0,0,9.493257203133117e-09,0,0,0,0,0,0
2020-08-28,1,0.0,0,0.1197539979933961,0,0.0311802245482905,0,0,1.477918748507965e-10,0,0,0,0,0,0
2020-08-31,1,0.0,0,0.1491996499616936,0,0.0311802245482905,0,0,9.153939174558802e-09,0,0,0,0,0,0
2020-09-01,1,0.0,0,0.1679589245375791,0,0.0311802245482905,0,0,1.19373989816474e-13,0,0,0,0,0,0
2020-09-02,0,0.0,0,0.1570047425707175,0,0.0311802245482905,0,0,1.4561903737294497e-12,0,0,0,0,0,0
2020-09-03,0,0.0,0,0.1770049433127067,0,0.0311802245482905,0,0,1.7018712451809982e-16,0,0,0,0,0,0
2020-09-04,0,0.0,0,0.4725767037335089,1,0.3940040941207535,1,0,2.653195650948668e-18,0,0,0,0,0,0
2020-09-08,0,0.0,0,0.530432614928554,1,0.3940040941207535,1,0,1.7728662173732926e-18,0,0,0,0,0,0
2020-09-09,0,0.0,0,0.5179565294056684,1,0.3940040941207535,1,0,4.316979802023961e-15,0,0,0,0,0,0
2020-09-10,0,0.0,0,0.4943351279113294,1,0.3940040941207535,1,0,5.002642053348825e-14,0,0,0,0,0,0
2020-09-11,0,0.0375,0,0.5248708920618046,1,0.3940040941207535,1,0,4.1033064380304855e-12,0,0,0,0,0,0
2020-09-14,0,0.0,0,0.5104168079255519,1,0.3940040941207535,1,0,4.520119828685178e-10,0,0,0,0,0,0
2020-09-15,0,0.0,0,0.5546877240430486,1,0.3940040941207535,1,0,1.0666767360592575e-08,0,0,0,0,0,0
2020-09-16,0,0.0,0,0.3308899306198689,1,0.2208167661743263,0,0,1.5731804569777572e-08,0,0,0,0,0,0
2020-09-17,0,0.0,0,0.5380440707240576,1,0.3940040941207535,1,0,4.672557862420497e-09,0,0,0,0,0,0
2020-09-18,0,0.0,0,0.4208576792859413,1,0.2208167661743263,0,0,1.0597224300762108e-09,0,0,0,0,0,0
2020-09-21,1,0.0,0,0.5964532022475947,1,0.3940040941207535,1,0,3.554492492769097e-09,0,0,0,0,0,0
2020-09-22,0,0.0,0,0.5377490173211825,1,0.3940040941207535,1,0,6.865996739527827e-10,0,0,0,0,0,0
2020-09-23,1,0.0,0,0.5328953380847453,1,0.3940040941207535,1,0,5.983944097419618e-13,0,0,0,0,0,0
2020-09-24,1,0.1576923076923077,0,0.6466911553789371,1,0.958225791033362,1,0,1.49708272734468e-10,0,0,0,0,0,0
2020-09-25,1,0.1576923076923077,0,0.6383402559969932,1,0.958225791033362,1,0,3.826257567981089e-11,0,0,0,0,0,0
2020-09-28,0,0.0375,0,0.6136451942929676,1,0.958225791033362,1,0,1.3298500871511756e-09,0,0,0,0,0,0
2020-09-29,1,0.0,0,0.4207464470903672,1,0.2208167661743263,0,0,7.015400980623939e-09,0,0,0,0,0,0
2020-09-30,1,0.0,0,0.3574901165809251,1,0.2208167661743263,0,0,1.6087608089522375e-08,0,0,0,0,0,0
2020-10-01,1,0.0,0,0.3829117171950101,1,0.2208167661743263,0,0,2.0307647543490074e-08,0,0,0,0,0,0
2020-10-02,1,0.0,0,0.2453328533766169,0,0.2208167661743263,0,0,1.2624513310928932e-09,0,0,0,0,0,0
2020-10-05,1,0.0643564356435643,0,0.2871900525941149,0,0.2208167661743263,0,0,1.91603367014366e-10,0,0,0,0,0,0
2020-10-06,1,0.0,0,0.241586977672112,0,0.2208167661743263,0,0,1.3426795928495963e-11,0,0,0,0,0,0
2020-10-07,1,0.0,0,0.2882678567600307,0,0.2208167661743263,0,0,3.084995101116086e-12,0,0,0,0,0,0
2020-10-08,1,0.0,0,0.1984827626980036,0,0.2208167661743263,0,0,4.688643767232101e-10,0,0,0,0,0,0
2020-10-09,0,0.0,0,0.1718139647201568,0,0.0311802245482905,0,0,1.6884014843299284e-08,0,0,0,0,0,0
