Date,target_tb,proba_ebm,signal_ebm,proba_lgbm,signal_lgbm,proba_student,signal_student,regime,gamma_bull,signal_ebm_iter2,signal_ebm_breakout,signal_lgbm_iter2,signal_lgbm_breakout,signal_student_iter2,signal_student_breakout
2020-03-11,0,0.0643564356435643,0,0.4843300460433241,1,0.958225791033362,1,0,6.065272988127168e-85,0,0,0,0,0,0
2020-03-12,1,0.0643564356435643,0,0.5406388775744161,1,0.958225791033362,1,0,4.022187844871038e-160,0,0,0,0,0,0
2020-03-13,0,0.0666666666666666,0,0.5274960592891079,1,0.958225791033362,1,0,1.232770719960297e-200,0,0,0,0,0,0
2020-03-16,0,0.0375,0,0.4784123705399681,1,0.958225791033362,1,0,3.811590958185186e-306,0,0,0,0,0,0
2020-03-17,0,0.3684210526315789,1,0.5274960592891079,1,0.958225791033362,1,0,7.280313565426078e-251,0,0,0,0,0,0
2020-03-18,0,0.2024539877300613,0,0.4789760188390016,1,0.958225791033362,1,0,4.084853064934747e-241,0,0,0,0,0,0
2020-03-19,0,0.5690140845070423,1,0.5301180020286295,1,0.958225791033362,1,0,9.079839509718195e-205,0,0,0,0,0,0
2020-03-20,1,0.5690140845070423,1,0.5291492938358018,1,0.958225791033362,1,0,2.6004618426265042e-201,0,0,0,0,0,0
2020-03-23,1,0.75,1,0.5431084016979215,1,0.958225791033362,1,0,1.9110947740714321e-171,0,0,0,0,0,0
2020-03-24,0,0.8313253012048193,1,0.5401502522193077,1,0.958225791033362,1,0,4.8234207230820636e-238,0,0,0,0,0,0
2020-03-25,0,0.2024539877300613,0,0.47056367701787,1,0.958225791033362,1,0,3.1111910931864117e-187,0,0,0,0,0,0
2020-03-26,0,0.3684210526315789,1,0.3883379736855594,1,0.2208167661743263,0,0,7.570351928723206e-205,0,0,0,0,0,0
2020-03-27,0,0.1333333333333333,0,0.3312339403660018,1,0.2208167661743263,0,0,3.320738339040387e-188,0,0,0,0,0,0
2020-03-30,0,0.6923076923076923,1,0.3828542577599814,1,0.2208167661743263,0,0,2.5493079957077498e-172,0,0,0,0,0,0
2020-03-31,0,0.3684210526315789,1,0.3329997638967197,1,0.2208167661743263,0,0,3.8446668799719665e-154,0,0,0,0,0,0
2020-04-01,1,0.3684210526315789,1,0.386088926869854,1,0.2208167661743263,0,0,2.1484122853109406e-159,0,0,0,0,0,0
2020-04-02,1,0.6395348837209304,1,0.4356291026407508,1,0.958225791033362,1,0,9.14212508924832e-136,0,0,0,0,0,0
2020-04-03,1,0.3461538461538461,1,0.5159848189416358,1,0.958225791033362,1,0,1.965399752981748e-123,0,0,0,0,0,0
2020-04-06,0,0.4615384615384615,1,0.5181233473591087,1,0.958225791033362,1,0,1.7215100484189692e-157,0,0,0,0,0,0
2020-04-07,0,0.0666666666666666,0,0.2429421485934821,0,0.2208167661743263,0,0,2.4888251171935123e-124,0,0,0,0,0,0
2020-04-08,0,0.2487046632124352,0,0.3425521495542851,1,0.2208167661743263,0,0,3.8590171766447886e-118,0,0,0,0,0,0
2020-04-09,0,0.2307692307692307,0,0.1835716211678333,0,0.14114611023829,0,0,6.145234738626801e-104,0,0,0,0,0,0
2020-04-13,0,0.3684210526315789,1,0.2450436923519595,0,0.14114611023829,0,0,3.528662197364375e-95,0,0,0,0,0,0
2020-04-14,0,0.3684210526315789,1,0.3628576130139801,1,0.2208167661743263,0,0,6.172767585723394e-90,0,0,0,0,0,0
2020-04-15,0,0.0375,0,0.1928152624232222,0,0.14114611023829,0,0,2.8398592254824157e-87,0,0,0,0,0,0
2020-04-16,0,0.2024539877300613,0,0.3620811517239276,1,0.2208167661743263,0,0,1.7239712300339047e-72,0,0,0,0,0,0
2020-04-17,0,0.2024539877300613,0,0.3583040789148999,1,0.2208167661743263,0,0,4.127085911538755e-69,0,0,0,0,0,0
